ticker_symbol,date,flag
AMZN,2017-08-19,-1
AMZN,2017-08-20,2
AMZN,2017-08-21,3
AMZN,2017-08-22,0
AMZN,2017-08-23,-2
AMZN,2017-08-24,-6
AMZN,2017-08-25,-3
AMZN,2017-08-26,1
AMZN,2017-08-27,0
AMZN,2017-08-28,0
AMZN,2017-08-29,2
AMZN,2017-08-30,2
AMZN,2017-08-31,1
AMZN,2017-09-01,1
AMZN,2017-09-02,0
AMZN,2017-09-03,1
AMZN,2017-09-04,1
AMZN,2017-09-05,-1
AMZN,2017-09-06,0
AMZN,2017-09-07,4
AMZN,2017-09-08,-2
AMZN,2017-09-09,3
AMZN,2017-09-10,1
AMZN,2017-09-11,1
AMZN,2017-09-12,0
AMZN,2017-09-13,-6
AMZN,2017-09-14,0
AMZN,2017-09-15,2
AMZN,2017-09-16,0
AMZN,2017-09-17,2
AMZN,2017-09-18,-2
AMZN,2017-09-19,-2
AMZN,2017-09-20,1
AMZN,2017-09-21,6
AMZN,2017-09-22,4
AMZN,2017-09-23,0
AMZN,2017-09-24,1
AMZN,2017-09-25,-1
AMZN,2017-09-26,1
AMZN,2017-09-27,-8
AMZN,2017-09-28,7
AMZN,2017-09-29,-5
AMZN,2017-09-30,-1
AMZN,2017-10-01,2
AMZN,2017-10-02,3
AMZN,2017-10-03,4
AMZN,2017-10-04,0
AMZN,2017-10-05,7
AMZN,2017-10-06,14
AMZN,2017-10-07,-1
AMZN,2017-10-08,-3
AMZN,2017-10-09,0
AMZN,2017-10-10,-1
AMZN,2017-10-11,2
AMZN,2017-10-12,-2
AMZN,2017-10-13,-4
AMZN,2017-10-14,-3
AMZN,2017-10-15,1
AMZN,2017-10-16,-2
AMZN,2017-10-17,2
AMZN,2017-10-18,1
AMZN,2017-10-19,-6
AMZN,2017-10-20,1
AMZN,2017-10-21,0
AMZN,2017-10-22,1
AMZN,2017-10-23,3
AMZN,2017-10-24,2
AMZN,2017-10-25,5
AMZN,2017-10-26,3
AMZN,2017-10-27,11
AMZN,2017-10-28,4
AMZN,2017-10-29,2
AMZN,2017-10-30,0
AMZN,2017-10-31,1
AMZN,2017-11-01,-3
AMZN,2017-11-02,-4
AMZN,2017-11-03,1
AMZN,2017-11-04,0
AMZN,2017-11-05,3
AMZN,2017-11-06,4
AMZN,2017-11-07,4
AMZN,2017-11-08,3
AMZN,2017-11-09,-1
AMZN,2017-11-10,4
AMZN,2017-11-11,0
AMZN,2017-11-12,-1
AMZN,2017-11-13,2
AMZN,2017-11-14,-1
AMZN,2017-11-15,1
AMZN,2017-11-16,-1
AMZN,2017-11-17,1
AMZN,2017-11-18,0
AMZN,2017-11-19,1
AMZN,2017-11-20,2
AMZN,2017-11-21,-3
AMZN,2017-11-22,-1
AMZN,2017-11-23,-2
AMZN,2017-11-24,3
AMZN,2017-11-25,6
AMZN,2017-11-26,2
AMZN,2017-11-27,-3
AMZN,2017-11-28,5
AMZN,2017-11-29,6
AMZN,2017-11-30,2
AMZN,2017-12-01,4
AMZN,2017-12-02,0
AMZN,2017-12-03,-1
AMZN,2017-12-04,-1
AMZN,2017-12-05,-7
AMZN,2017-12-06,5
AMZN,2017-12-07,1
AMZN,2017-12-08,0
AMZN,2017-12-09,1
AMZN,2017-12-10,-3
AMZN,2017-12-11,0
AMZN,2017-12-12,3
AMZN,2017-12-13,0
AMZN,2017-12-14,3
AMZN,2017-12-15,2
AMZN,2017-12-16,4
AMZN,2017-12-17,-2
AMZN,2017-12-18,3
AMZN,2017-12-19,2
AMZN,2017-12-20,-1
AMZN,2017-12-21,1
AMZN,2017-12-22,-2
AMZN,2017-12-23,0
AMZN,2017-12-24,-3
AMZN,2017-12-25,-1
AMZN,2017-12-26,2
AMZN,2017-12-27,2
AMZN,2017-12-28,-3
AMZN,2017-12-29,-4
AMZN,2017-12-30,0
AMZN,2017-12-31,-3
AMZN,2018-01-01,1
AMZN,2018-01-02,5
AMZN,2018-01-03,0
AMZN,2018-01-04,-1
AMZN,2018-01-05,9
AMZN,2018-01-06,0
AMZN,2018-01-07,3
AMZN,2018-01-08,1
AMZN,2018-01-09,3
AMZN,2018-01-10,3
AMZN,2018-01-11,7
AMZN,2018-01-12,2
AMZN,2018-01-13,4
AMZN,2018-01-14,1
AMZN,2018-01-15,1
AMZN,2018-01-16,0
AMZN,2018-01-17,1
AMZN,2018-01-18,4
AMZN,2018-01-19,-1
AMZN,2018-01-20,-1
AMZN,2018-01-21,2
AMZN,2018-01-22,4
AMZN,2018-01-23,1
AMZN,2018-01-24,2
AMZN,2018-01-25,2
AMZN,2018-01-26,1
AMZN,2018-01-27,3
AMZN,2018-01-28,-1
AMZN,2018-01-29,4
AMZN,2018-01-30,-9
AMZN,2018-01-31,6
AMZN,2018-02-01,4
AMZN,2018-02-02,5
AMZN,2018-02-03,3
AMZN,2018-02-04,3
AMZN,2018-02-05,-2
AMZN,2018-02-06,-3
AMZN,2018-02-07,4
AMZN,2018-02-08,-3
AMZN,2018-02-09,-2
AMZN,2018-02-10,0
AMZN,2018-02-11,0
AMZN,2018-02-12,0
AMZN,2018-02-13,6
AMZN,2018-02-14,6
AMZN,2018-02-15,-3
AMZN,2018-02-16,2
AMZN,2018-02-17,-1
AMZN,2018-02-18,-4
AMZN,2018-02-19,-2
AMZN,2018-02-20,-2
AMZN,2018-02-21,2
AMZN,2018-02-22,5
AMZN,2018-02-23,-3
AMZN,2018-02-24,0
AMZN,2018-02-25,2
AMZN,2018-02-26,5
AMZN,2018-02-27,6
AMZN,2018-02-28,-2
AMZN,2018-03-01,1
AMZN,2018-03-02,5
AMZN,2018-03-03,-2
AMZN,2018-03-04,-1
AMZN,2018-03-05,-2
AMZN,2018-03-06,-3
AMZN,2018-03-07,0
AMZN,2018-03-08,1
AMZN,2018-03-09,-4
AMZN,2018-03-10,1
AMZN,2018-03-11,-2
AMZN,2018-03-12,4
AMZN,2018-03-13,4
AMZN,2018-03-14,-4
AMZN,2018-03-15,0
AMZN,2018-03-16,-3
AMZN,2018-03-17,0
AMZN,2018-03-18,-2
AMZN,2018-03-19,0
AMZN,2018-03-20,3
AMZN,2018-03-21,0
AMZN,2018-03-22,2
AMZN,2018-03-23,2
AMZN,2018-03-24,0
AMZN,2018-03-25,-1
AMZN,2018-03-26,-1
AMZN,2018-03-27,3
AMZN,2018-03-28,-14
AMZN,2018-03-29,-9
AMZN,2018-03-30,0
AMZN,2018-03-31,-4
AMZN,2018-04-01,-4
AMZN,2018-04-02,-10
AMZN,2018-04-03,-13
AMZN,2018-04-04,-5
AMZN,2018-04-05,2
AMZN,2018-04-06,-12
AMZN,2018-04-07,-3
AMZN,2018-04-08,-1
AMZN,2018-04-09,0
AMZN,2018-04-10,0
AMZN,2018-04-11,-6
AMZN,2018-04-12,4
AMZN,2018-04-13,11
AMZN,2018-04-14,-1
AMZN,2018-04-15,3
AMZN,2018-04-16,2
AMZN,2018-04-17,2
AMZN,2018-04-18,-11
AMZN,2018-04-19,2
AMZN,2018-04-20,2
AMZN,2018-04-21,5
AMZN,2018-04-22,0
AMZN,2018-04-23,2
AMZN,2018-04-24,0
AMZN,2018-04-25,0
AMZN,2018-04-26,7
AMZN,2018-04-27,8
AMZN,2018-04-28,0
AMZN,2018-04-29,1
AMZN,2018-04-30,-1
AMZN,2018-05-01,0
AMZN,2018-05-02,2
AMZN,2018-05-03,1
AMZN,2018-05-04,3
AMZN,2018-05-05,0
AMZN,2018-05-06,3
AMZN,2018-05-07,3
AMZN,2018-05-08,0
AMZN,2018-05-09,-3
AMZN,2018-05-10,1
AMZN,2018-05-11,2
AMZN,2018-05-12,-4
AMZN,2018-05-13,-1
AMZN,2018-05-14,1
AMZN,2018-05-15,-3
AMZN,2018-05-16,-3
AMZN,2018-05-17,3
AMZN,2018-05-18,-3
AMZN,2018-05-19,-1
AMZN,2018-05-20,1
AMZN,2018-05-21,-1
AMZN,2018-05-22,4
AMZN,2018-05-23,2
AMZN,2018-05-24,5
AMZN,2018-05-25,2
AMZN,2018-05-26,-1
AMZN,2018-05-27,-1
AMZN,2018-05-28,2
AMZN,2018-05-29,4
AMZN,2018-05-30,3
AMZN,2018-05-31,-3
AMZN,2018-06-01,5
AMZN,2018-06-02,-1
AMZN,2018-06-03,2
AMZN,2018-06-04,-4
AMZN,2018-06-05,1
AMZN,2018-06-06,-2
AMZN,2018-06-07,1
AMZN,2018-06-08,1
AMZN,2018-06-09,0
AMZN,2018-06-10,-1
AMZN,2018-06-11,0
AMZN,2018-06-12,-3
AMZN,2018-06-13,2
AMZN,2018-06-14,-1
AMZN,2018-06-15,0
AMZN,2018-06-16,-1
AMZN,2018-06-17,-1
AMZN,2018-06-18,-3
AMZN,2018-06-19,5
AMZN,2018-06-20,3
AMZN,2018-06-21,-1
AMZN,2018-06-22,-9
AMZN,2018-06-23,1
AMZN,2018-06-24,0
AMZN,2018-06-25,4
AMZN,2018-06-26,2
AMZN,2018-06-27,0
AMZN,2018-06-28,0
AMZN,2018-06-29,-1
AMZN,2018-06-30,3
AMZN,2018-07-01,-1
AMZN,2018-07-02,-1
AMZN,2018-07-03,1
AMZN,2018-07-04,2
AMZN,2018-07-05,-2
AMZN,2018-07-06,3
AMZN,2018-07-07,2
AMZN,2018-07-08,1
AMZN,2018-07-09,2
AMZN,2018-07-10,1
AMZN,2018-07-11,-2
AMZN,2018-07-12,12
AMZN,2018-07-13,3
AMZN,2018-07-14,1
AMZN,2018-07-15,1
AMZN,2018-07-16,3
AMZN,2018-07-17,-1
AMZN,2018-07-18,7
AMZN,2018-07-19,2
AMZN,2018-07-20,0
AMZN,2018-07-21,1
AMZN,2018-07-22,2
AMZN,2018-07-23,-2
AMZN,2018-07-24,-5
AMZN,2018-07-25,1
AMZN,2018-07-26,8
AMZN,2018-07-27,2
AMZN,2018-07-28,0
AMZN,2018-07-29,-3
AMZN,2018-07-30,-4
AMZN,2018-07-31,0
AMZN,2018-08-01,1
AMZN,2018-08-02,0
AMZN,2018-08-03,-3
AMZN,2018-08-04,-4
AMZN,2018-08-05,-1
AMZN,2018-08-06,1
AMZN,2018-08-07,5
AMZN,2018-08-08,6
AMZN,2018-08-09,5
AMZN,2018-08-10,5
AMZN,2018-08-11,0
AMZN,2018-08-12,0
AMZN,2018-08-13,1
AMZN,2018-08-14,1
AMZN,2018-08-15,1
AMZN,2018-08-16,0
AMZN,2018-08-17,5
AMZN,2018-08-18,0
AMZN,2018-08-19,-1
AMZN,2018-08-20,-1
AMZN,2018-08-21,-1
AMZN,2018-08-22,1
AMZN,2018-08-23,5
AMZN,2018-08-24,2
AMZN,2018-08-25,0
AMZN,2018-08-26,1
AMZN,2018-08-27,-1
AMZN,2018-08-28,2
AMZN,2018-08-29,11
AMZN,2018-08-30,1
AMZN,2018-08-31,3
AMZN,2018-09-01,-1
AMZN,2018-09-02,0
AMZN,2018-09-03,0
AMZN,2018-09-04,10
AMZN,2018-09-05,4
AMZN,2018-09-06,0
AMZN,2018-09-07,6
AMZN,2018-09-08,-1
AMZN,2018-09-09,-2
AMZN,2018-09-10,0
AMZN,2018-09-11,-2
AMZN,2018-09-12,0
AMZN,2018-09-13,2
AMZN,2018-09-14,-5
AMZN,2018-09-15,0
AMZN,2018-09-16,-2
AMZN,2018-09-17,-3
AMZN,2018-09-18,0
AMZN,2018-09-19,-4
AMZN,2018-09-20,3
AMZN,2018-09-21,0
AMZN,2018-09-22,1
AMZN,2018-09-23,0
AMZN,2018-09-24,6
AMZN,2018-09-25,2
AMZN,2018-09-26,4
AMZN,2018-09-27,-1
AMZN,2018-09-28,3
AMZN,2018-09-29,0
AMZN,2018-09-30,3
AMZN,2018-10-01,3
AMZN,2018-10-02,-7
AMZN,2018-10-03,9
AMZN,2018-10-04,-8
AMZN,2018-10-05,-5
AMZN,2018-10-06,0
AMZN,2018-10-07,2
AMZN,2018-10-08,4
AMZN,2018-10-09,-3
AMZN,2018-10-10,4
AMZN,2018-10-11,-3
AMZN,2018-10-12,10
AMZN,2018-10-13,1
AMZN,2018-10-14,1
AMZN,2018-10-15,-8
AMZN,2018-10-16,2
AMZN,2018-10-17,-2
AMZN,2018-10-18,-9
AMZN,2018-10-19,-4
AMZN,2018-10-20,-2
AMZN,2018-10-21,1
AMZN,2018-10-22,4
AMZN,2018-10-23,-2
AMZN,2018-10-24,0
AMZN,2018-10-25,-6
AMZN,2018-10-26,13
AMZN,2018-10-27,-4
AMZN,2018-10-28,-3
AMZN,2018-10-29,-3
AMZN,2018-10-30,1
AMZN,2018-10-31,16
AMZN,2018-11-01,-1
AMZN,2018-11-02,0
AMZN,2018-11-03,3
AMZN,2018-11-04,1
AMZN,2018-11-05,-1
AMZN,2018-11-06,6
AMZN,2018-11-07,3
AMZN,2018-11-08,1
AMZN,2018-11-09,2
AMZN,2018-11-10,-1
AMZN,2018-11-11,-2
AMZN,2018-11-12,3
AMZN,2018-11-13,4
AMZN,2018-11-14,-5
AMZN,2018-11-15,-3
AMZN,2018-11-16,2
AMZN,2018-11-17,0
AMZN,2018-11-18,-1
AMZN,2018-11-19,-3
AMZN,2018-11-20,2
AMZN,2018-11-21,0
AMZN,2018-11-22,-1
AMZN,2018-11-23,3
AMZN,2018-11-24,1
AMZN,2018-11-25,0
AMZN,2018-11-26,3
AMZN,2018-11-27,6
AMZN,2018-11-28,6
AMZN,2018-11-29,5
AMZN,2018-11-30,6
AMZN,2018-12-01,-1
AMZN,2018-12-02,-2
AMZN,2018-12-03,8
AMZN,2018-12-04,-5
AMZN,2018-12-05,0
AMZN,2018-12-06,-2
AMZN,2018-12-07,5
AMZN,2018-12-08,0
AMZN,2018-12-09,0
AMZN,2018-12-10,3
AMZN,2018-12-11,5
AMZN,2018-12-12,-1
AMZN,2018-12-13,8
AMZN,2018-12-14,1
AMZN,2018-12-15,1
AMZN,2018-12-16,0
AMZN,2018-12-17,-2
AMZN,2018-12-18,2
AMZN,2018-12-19,1
AMZN,2018-12-20,1
AMZN,2018-12-21,2
AMZN,2018-12-22,0
AMZN,2018-12-23,-1
AMZN,2018-12-24,-8
AMZN,2018-12-25,1
AMZN,2018-12-26,10
AMZN,2018-12-27,-1
AMZN,2018-12-28,-2
AMZN,2018-12-29,-4
AMZN,2018-12-30,2
AMZN,2018-12-31,-3
AMZN,2019-01-01,2
AMZN,2019-01-02,0
AMZN,2019-01-03,1
AMZN,2019-01-04,7
AMZN,2019-01-05,3
AMZN,2019-01-06,4
AMZN,2019-01-07,3
AMZN,2019-01-08,3
AMZN,2019-01-09,-5
AMZN,2019-01-10,14
AMZN,2019-01-11,-1
AMZN,2019-01-12,6
AMZN,2019-01-13,-2
AMZN,2019-01-14,3
AMZN,2019-01-15,-4
AMZN,2019-01-16,-2
AMZN,2019-01-17,-1
AMZN,2019-01-18,-1
AMZN,2019-01-19,0
AMZN,2019-01-20,-1
AMZN,2019-01-21,1
AMZN,2019-01-22,-2
AMZN,2019-01-23,-2
AMZN,2019-01-24,-3
AMZN,2019-01-25,2
AMZN,2019-01-26,0
AMZN,2019-01-27,-2
AMZN,2019-01-28,-1
AMZN,2019-01-29,-1
AMZN,2019-01-30,1
AMZN,2019-01-31,4
AMZN,2019-02-01,-4
AMZN,2019-02-02,4
AMZN,2019-02-03,1
AMZN,2019-02-04,1
AMZN,2019-02-05,2
AMZN,2019-02-06,3
AMZN,2019-02-07,1
AMZN,2019-02-08,-7
AMZN,2019-02-09,0
AMZN,2019-02-10,-1
AMZN,2019-02-11,1
AMZN,2019-02-12,4
AMZN,2019-02-13,-5
AMZN,2019-02-14,-2
AMZN,2019-02-15,-7
AMZN,2019-02-16,-1
AMZN,2019-02-17,2
AMZN,2019-02-18,-1
AMZN,2019-02-19,4
AMZN,2019-02-20,-2
AMZN,2019-02-21,1
AMZN,2019-02-22,1
AMZN,2019-02-23,-1
AMZN,2019-02-24,-1
AMZN,2019-02-25,3
AMZN,2019-02-26,1
AMZN,2019-02-27,1
AMZN,2019-02-28,1
AMZN,2019-03-01,3
AMZN,2019-03-02,6
AMZN,2019-03-03,1
AMZN,2019-03-04,5
AMZN,2019-03-05,-4
AMZN,2019-03-06,-7
AMZN,2019-03-07,-1
AMZN,2019-03-08,-1
AMZN,2019-03-09,0
AMZN,2019-03-10,1
AMZN,2019-03-11,1
AMZN,2019-03-12,-1
AMZN,2019-03-13,5
AMZN,2019-03-14,13
AMZN,2019-03-15,-4
AMZN,2019-03-16,0
AMZN,2019-03-17,3
AMZN,2019-03-18,6
AMZN,2019-03-19,10
AMZN,2019-03-20,0
AMZN,2019-03-21,7
AMZN,2019-03-22,3
AMZN,2019-03-23,1
AMZN,2019-03-24,4
AMZN,2019-03-25,7
AMZN,2019-03-26,0
AMZN,2019-03-27,3
AMZN,2019-03-28,-4
AMZN,2019-03-29,4
AMZN,2019-03-30,0
AMZN,2019-03-31,3
AMZN,2019-04-01,5
AMZN,2019-04-02,4
AMZN,2019-04-03,1
AMZN,2019-04-04,7
AMZN,2019-04-05,4
AMZN,2019-04-06,-2
AMZN,2019-04-07,-1
AMZN,2019-04-08,3
AMZN,2019-04-09,5
AMZN,2019-04-10,1
AMZN,2019-04-11,5
AMZN,2019-04-12,-1
AMZN,2019-04-13,1
AMZN,2019-04-14,2
AMZN,2019-04-15,1
AMZN,2019-04-16,-1
AMZN,2019-04-17,-3
AMZN,2019-04-18,3
AMZN,2019-04-19,0
AMZN,2019-04-20,4
AMZN,2019-04-21,2
AMZN,2019-04-22,-2
AMZN,2019-04-23,10
AMZN,2019-04-24,4
AMZN,2019-04-25,0
AMZN,2019-04-26,0
AMZN,2019-04-27,0
AMZN,2019-04-28,1
AMZN,2019-04-29,3
AMZN,2019-04-30,-1
AMZN,2019-05-01,2
AMZN,2019-05-02,2
AMZN,2019-05-03,7
AMZN,2019-05-04,-1
AMZN,2019-05-05,1
AMZN,2019-05-06,-1
AMZN,2019-05-07,6
AMZN,2019-05-08,-1
AMZN,2019-05-09,0
AMZN,2019-05-10,0
AMZN,2019-05-11,3
AMZN,2019-05-12,1
AMZN,2019-05-13,2
AMZN,2019-05-14,4
AMZN,2019-05-15,2
AMZN,2019-05-16,1
AMZN,2019-05-17,3
AMZN,2019-05-18,1
AMZN,2019-05-19,1
AMZN,2019-05-20,2
AMZN,2019-05-21,-2
AMZN,2019-05-22,3
AMZN,2019-05-23,1
AMZN,2019-05-24,1
AMZN,2019-05-25,-1
AMZN,2019-05-26,-1
AMZN,2019-05-27,1
AMZN,2019-05-28,1
AMZN,2019-05-29,2
AMZN,2019-05-30,-7
AMZN,2019-05-31,4
AMZN,2019-06-01,-1
AMZN,2019-06-02,3
AMZN,2019-06-03,-4
AMZN,2019-06-04,-9
AMZN,2019-06-05,-1
AMZN,2019-06-06,3
AMZN,2019-06-07,3
AMZN,2019-06-08,-2
AMZN,2019-06-09,-3
AMZN,2019-06-10,2
AMZN,2019-06-11,-4
AMZN,2019-06-12,2
AMZN,2019-06-13,1
AMZN,2019-06-14,2
AMZN,2019-06-15,-1
AMZN,2019-06-16,-2
AMZN,2019-06-17,1
AMZN,2019-06-18,3
AMZN,2019-06-19,1
AMZN,2019-06-20,2
AMZN,2019-06-21,-1
AMZN,2019-06-22,2
AMZN,2019-06-23,3
AMZN,2019-06-24,-2
AMZN,2019-06-25,-3
AMZN,2019-06-26,1
AMZN,2019-06-27,1
AMZN,2019-06-28,6
AMZN,2019-06-29,-1
AMZN,2019-06-30,1
AMZN,2019-07-01,6
AMZN,2019-07-02,-1
AMZN,2019-07-03,1
AMZN,2019-07-04,0
AMZN,2019-07-05,0
AMZN,2019-07-06,3
AMZN,2019-07-07,1
AMZN,2019-07-08,-1
AMZN,2019-07-09,4
AMZN,2019-07-10,9
AMZN,2019-07-11,6
AMZN,2019-07-12,3
AMZN,2019-07-13,1
AMZN,2019-07-14,4
AMZN,2019-07-15,1
AMZN,2019-07-16,2
AMZN,2019-07-17,1
AMZN,2019-07-18,-1
AMZN,2019-07-19,2
AMZN,2019-07-20,0
AMZN,2019-07-21,-2
AMZN,2019-07-22,0
AMZN,2019-07-23,3
AMZN,2019-07-24,6
AMZN,2019-07-25,4
AMZN,2019-07-26,4
AMZN,2019-07-27,1
AMZN,2019-07-28,1
AMZN,2019-07-29,-2
AMZN,2019-07-30,-7
AMZN,2019-07-31,0
AMZN,2019-08-01,-3
AMZN,2019-08-02,-5
AMZN,2019-08-03,4
AMZN,2019-08-04,-1
AMZN,2019-08-05,0
AMZN,2019-08-06,1
AMZN,2019-08-07,0
AMZN,2019-08-08,2
AMZN,2019-08-09,3
AMZN,2019-08-10,-1
AMZN,2019-08-11,-1
AMZN,2019-08-12,-2
AMZN,2019-08-13,0
AMZN,2019-08-14,-2
AMZN,2019-08-15,-4
AMZN,2019-08-16,0
AMZN,2019-08-17,0
AMZN,2019-08-18,1
AMZN,2019-08-19,0
AMZN,2019-08-20,-2
AMZN,2019-08-21,8
AMZN,2019-08-22,3
AMZN,2019-08-23,0
AMZN,2019-08-24,2
AMZN,2019-08-25,-1
AMZN,2019-08-26,3
AMZN,2019-08-27,1
AMZN,2019-08-28,2
AMZN,2019-08-29,5
AMZN,2019-08-30,-3
AMZN,2019-08-31,-3
AMZN,2019-09-01,-2
AMZN,2019-09-02,-1
AMZN,2019-09-03,1
AMZN,2019-09-04,1
AMZN,2019-09-05,4
AMZN,2019-09-06,0
AMZN,2019-09-07,0
AMZN,2019-09-08,0
AMZN,2019-09-09,2
AMZN,2019-09-10,3
AMZN,2019-09-11,1
AMZN,2019-09-12,-1
AMZN,2019-09-13,3
AMZN,2019-09-14,0
AMZN,2019-09-15,-1
AMZN,2019-09-16,-2
AMZN,2019-09-17,0
AMZN,2019-09-18,-1
AMZN,2019-09-19,6
AMZN,2019-09-20,-12
AMZN,2019-09-21,-2
AMZN,2019-09-22,0
AMZN,2019-09-23,2
AMZN,2019-09-24,2
AMZN,2019-09-25,-2
AMZN,2019-09-26,-2
AMZN,2019-09-27,-2
AMZN,2019-09-28,-1
AMZN,2019-09-29,0
AMZN,2019-09-30,-5
AMZN,2019-10-01,4
AMZN,2019-10-02,1
AMZN,2019-10-03,3
AMZN,2019-10-04,2
AMZN,2019-10-05,-1
AMZN,2019-10-06,0
AMZN,2019-10-07,0
AMZN,2019-10-08,8
AMZN,2019-10-09,0
AMZN,2019-10-10,-1
AMZN,2019-10-11,0
AMZN,2019-10-12,0
AMZN,2019-10-13,1
AMZN,2019-10-14,1
AMZN,2019-10-15,4
AMZN,2019-10-16,2
AMZN,2019-10-17,5
AMZN,2019-10-18,4
AMZN,2019-10-19,-1
AMZN,2019-10-20,2
AMZN,2019-10-21,1
AMZN,2019-10-22,0
AMZN,2019-10-23,-2
AMZN,2019-10-24,-9
AMZN,2019-10-25,14
AMZN,2019-10-26,-2
AMZN,2019-10-27,-3
AMZN,2019-10-28,0
AMZN,2019-10-29,5
AMZN,2019-10-30,3
AMZN,2019-10-31,-1
AMZN,2019-11-01,0
AMZN,2019-11-02,3
AMZN,2019-11-03,1
AMZN,2019-11-04,6
AMZN,2019-11-05,0
AMZN,2019-11-06,-1
AMZN,2019-11-07,2
AMZN,2019-11-08,7
AMZN,2019-11-09,4
AMZN,2019-11-10,1
AMZN,2019-11-11,-2
AMZN,2019-11-12,3
AMZN,2019-11-13,-4
AMZN,2019-11-14,0
AMZN,2019-11-15,-2
AMZN,2019-11-16,1
AMZN,2019-11-17,0
AMZN,2019-11-18,4
AMZN,2019-11-19,3
AMZN,2019-11-20,0
AMZN,2019-11-21,1
AMZN,2019-11-22,7
AMZN,2019-11-23,3
AMZN,2019-11-24,2
AMZN,2019-11-25,1
AMZN,2019-11-26,0
AMZN,2019-11-27,3
AMZN,2019-11-28,-1
AMZN,2019-11-29,0
AMZN,2019-11-30,-1
AMZN,2019-12-01,0
AMZN,2019-12-02,5
AMZN,2019-12-03,8
AMZN,2019-12-04,2
AMZN,2019-12-05,11
AMZN,2019-12-06,2
AMZN,2019-12-07,0
AMZN,2019-12-08,1
AMZN,2019-12-09,4
AMZN,2019-12-10,-1
AMZN,2019-12-11,1
AMZN,2019-12-12,3
AMZN,2019-12-13,5
AMZN,2019-12-14,3
AMZN,2019-12-15,0
AMZN,2019-12-16,3
AMZN,2019-12-17,10
AMZN,2019-12-18,2
AMZN,2019-12-19,-5
AMZN,2019-12-20,0
AMZN,2019-12-21,6
AMZN,2019-12-22,-1
AMZN,2019-12-23,1
AMZN,2019-12-24,2
AMZN,2019-12-25,-1
AMZN,2019-12-26,32
AMZN,2019-12-27,11
AMZN,2019-12-28,1
AMZN,2019-12-29,0
AMZN,2019-12-30,2
AMZN,2019-12-31,0
GOOG,2015-01-01,-1
GOOG,2015-01-02,1
GOOG,2015-01-03,1
GOOG,2015-01-04,0
GOOG,2015-01-05,0
GOOG,2015-01-06,2
GOOG,2015-01-07,-1
GOOG,2015-01-08,-3
GOOG,2015-01-09,0
GOOG,2015-01-10,0
GOOG,2015-01-11,0
GOOG,2015-01-12,0
GOOG,2015-01-13,1
GOOG,2015-01-14,-2
GOOG,2015-01-15,-3
GOOG,2015-01-16,-2
GOOG,2015-01-17,0
GOOG,2015-01-18,-1
GOOG,2015-01-19,-1
GOOG,2015-01-20,0
GOOG,2015-01-21,1
GOOG,2015-01-22,1
GOOG,2015-01-23,1
GOOG,2015-01-24,0
GOOG,2015-01-25,0
GOOG,2015-01-26,4
GOOG,2015-01-27,-3
GOOG,2015-01-28,-1
GOOG,2015-01-29,0
GOOG,2015-01-30,6
GOOG,2015-01-31,0
GOOG,2015-02-01,0
GOOG,2015-02-02,-2
GOOG,2015-02-03,-1
GOOG,2015-02-04,0
GOOG,2015-02-05,-5
GOOG,2015-02-06,-1
GOOG,2015-02-07,-1
GOOG,2015-02-08,0
GOOG,2015-02-09,1
GOOG,2015-02-10,-1
GOOG,2015-02-11,-1
GOOG,2015-02-12,0
GOOG,2015-02-13,1
GOOG,2015-02-14,0
GOOG,2015-02-15,0
GOOG,2015-02-16,-1
GOOG,2015-02-17,1
GOOG,2015-02-18,0
GOOG,2015-02-19,-3
GOOG,2015-02-20,4
GOOG,2015-02-21,1
GOOG,2015-02-22,0
GOOG,2015-02-23,3
GOOG,2015-02-24,-1
GOOG,2015-02-25,0
GOOG,2015-02-26,-16
GOOG,2015-02-27,-2
GOOG,2015-02-28,-2
GOOG,2015-03-01,-2
GOOG,2015-03-02,2
GOOG,2015-03-03,-1
GOOG,2015-03-04,1
GOOG,2015-03-05,-3
GOOG,2015-03-06,4
GOOG,2015-03-07,0
GOOG,2015-03-08,-1
GOOG,2015-03-09,1
GOOG,2015-03-10,1
GOOG,2015-03-11,0
GOOG,2015-03-12,-3
GOOG,2015-03-13,1
GOOG,2015-03-14,-1
GOOG,2015-03-15,0
GOOG,2015-03-16,1
GOOG,2015-03-17,2
GOOG,2015-03-18,-1
GOOG,2015-03-19,-2
GOOG,2015-03-20,2
GOOG,2015-03-21,0
GOOG,2015-03-22,0
GOOG,2015-03-23,-1
GOOG,2015-03-24,6
GOOG,2015-03-25,2
GOOG,2015-03-26,1
GOOG,2015-03-27,0
GOOG,2015-03-28,2
GOOG,2015-03-29,1
GOOG,2015-03-30,2
GOOG,2015-03-31,0
GOOG,2015-04-01,-4
GOOG,2015-04-02,-2
GOOG,2015-04-03,2
GOOG,2015-04-04,-2
GOOG,2015-04-05,3
GOOG,2015-04-06,8
GOOG,2015-04-07,0
GOOG,2015-04-08,-5
GOOG,2015-04-09,1
GOOG,2015-04-10,1
GOOG,2015-04-11,1
GOOG,2015-04-12,1
GOOG,2015-04-13,2
GOOG,2015-04-14,4
GOOG,2015-04-15,-8
GOOG,2015-04-16,-2
GOOG,2015-04-17,2
GOOG,2015-04-18,-1
GOOG,2015-04-19,0
GOOG,2015-04-20,2
GOOG,2015-04-21,-1
